,Country,Year,Suicides per 100k
1895,Mongolia,1992,0.0
1896,Mongolia,1993,0.0
1897,Mongolia,1994,0.0
1898,Mongolia,1995,0.0
1899,Mongolia,1996,0.0
1900,Mongolia,1997,0.0
1901,Mongolia,1998,0.0
1902,Mongolia,1999,0.0
1903,Mongolia,2000,0.0
1904,Mongolia,2001,0.0
1905,Mongolia,2002,0.0
1906,Mongolia,2003,0.0
1907,Mongolia,2004,0.0
1908,Mongolia,2005,0.0
1909,Mongolia,2006,0.0
1910,Mongolia,2007,0.0
1911,Mongolia,2008,0.0
1912,Mongolia,2009,0.0
1913,Mongolia,2010,0.0
1914,Mongolia,2011,0.0
1915,Mongolia,2012,0.0
1916,Mongolia,2013,0.0
1917,Mongolia,2014,0.0
1918,Mongolia,2015,0.0
1919,Mongolia,2016,184.39
1920,Montenegro,1985,0.0
1921,Montenegro,1986,0.0
1922,Montenegro,1987,0.0
1923,Montenegro,1988,0.0
1924,Montenegro,1989,0.0
1925,Montenegro,1990,0.0
1926,Montenegro,1991,0.0
1927,Montenegro,1992,0.0
1928,Montenegro,1993,0.0
1929,Montenegro,1994,0.0
1930,Montenegro,1995,0.0
1931,Montenegro,1996,0.0
1932,Montenegro,1997,0.0
1933,Montenegro,1998,0.0
1934,Montenegro,1999,0.0
1935,Montenegro,2000,0.0
1936,Montenegro,2001,0.0
1937,Montenegro,2002,0.0
1938,Montenegro,2003,0.0
1939,Montenegro,2004,0.0
1940,Montenegro,2005,274.47999999999996
1941,Montenegro,2006,0.0
1942,Montenegro,2007,335.53000000000003
1943,Montenegro,2008,308.09
1944,Montenegro,2009,275.93
1945,Montenegro,2010,0.0
1946,Montenegro,2011,0.0
1947,Montenegro,2012,0.0
1948,Montenegro,2013,0.0
1949,Montenegro,2014,0.0
1950,Montenegro,2015,0.0
1951,Montenegro,2016,0.0
1952,Netherlands,1985,159.89
1953,Netherlands,1986,158.28000000000003
1954,Netherlands,1987,157.17000000000002
1955,Netherlands,1988,147.59999999999997
1956,Netherlands,1989,136.01000000000002
1957,Netherlands,1990,136.17
1958,Netherlands,1991,150.49
1959,Netherlands,1992,143.49
1960,Netherlands,1993,135.98
1961,Netherlands,1994,136.96
1962,Netherlands,1995,125.02
1963,Netherlands,1996,135.07
1964,Netherlands,1997,136.56999999999996
1965,Netherlands,1998,128.5
1966,Netherlands,1999,123.16000000000001
1967,Netherlands,2000,118.99
1968,Netherlands,2001,116.29999999999998
1969,Netherlands,2002,119.72999999999999
1970,Netherlands,2003,113.32999999999998
1971,Netherlands,2004,111.16
1972,Netherlands,2005,113.28
1973,Netherlands,2006,113.18999999999998
1974,Netherlands,2007,97.43999999999998
1975,Netherlands,2008,102.09
1976,Netherlands,2009,108.29999999999998
1977,Netherlands,2010,109.48999999999997
1978,Netherlands,2011,113.07999999999998
1979,Netherlands,2012,118.51
1980,Netherlands,2013,125.53000000000003
1981,Netherlands,2014,121.42
1982,Netherlands,2015,126.93
1983,Netherlands,2016,127.39
1984,New Zealand,1985,153.64000000000001
1985,New Zealand,1986,178.67000000000002
1986,New Zealand,1987,210.51999999999995
1987,New Zealand,1988,205.03000000000003
1988,New Zealand,1989,190.62
1989,New Zealand,1990,186.57
1990,New Zealand,1991,175.48
1991,New Zealand,1992,183.58999999999997
1992,New Zealand,1993,163.98
1993,New Zealand,1994,198.63
1994,New Zealand,1995,199.42000000000004
1995,New Zealand,1996,195.13
1996,New Zealand,1997,198.27999999999997
1997,New Zealand,1998,201.07
1998,New Zealand,1999,176.8
1999,New Zealand,2000,157.53999999999996
2000,New Zealand,2001,179.9
2001,New Zealand,2002,152.03
2002,New Zealand,2003,172.35000000000002
2003,New Zealand,2004,163.41000000000003
2004,New Zealand,2005,157.93
2005,New Zealand,2006,156.74000000000004
2006,New Zealand,2007,148.19000000000003
2007,New Zealand,2008,151.77999999999997
2008,New Zealand,2009,153.00000000000003
2009,New Zealand,2010,152.61999999999998
2010,New Zealand,2011,142.82000000000002
2011,New Zealand,2012,158.03000000000003
2012,New Zealand,2013,144.55
2013,New Zealand,2014,0.0
2014,New Zealand,2015,0.0
2015,New Zealand,2016,0.0
2016,Nicaragua,1985,0.0
2017,Nicaragua,1986,0.0
2018,Nicaragua,1987,0.0
2019,Nicaragua,1988,0.0
2020,Nicaragua,1989,0.0
2021,Nicaragua,1990,0.0
2022,Nicaragua,1991,0.0
2023,Nicaragua,1992,0.0
2024,Nicaragua,1993,0.0
2025,Nicaragua,1994,0.0
2026,Nicaragua,1995,0.0
2027,Nicaragua,1996,0.0
2028,Nicaragua,1997,0.0
2029,Nicaragua,1998,0.0
2030,Nicaragua,1999,0.0
2031,Nicaragua,2000,0.0
2032,Nicaragua,2001,0.0
2033,Nicaragua,2002,0.0
2034,Nicaragua,2003,0.0
2035,Nicaragua,2004,0.0
2036,Nicaragua,2005,0.0
2037,Nicaragua,2006,0.0
2038,Nicaragua,2007,0.0
2039,Nicaragua,2008,0.0
2040,Nicaragua,2009,0.0
2041,Nicaragua,2010,88.74
2042,Nicaragua,2011,89.55
2043,Nicaragua,2012,72.28999999999999
2044,Nicaragua,2013,80.97
2045,Nicaragua,2014,71.39999999999999
2046,Nicaragua,2015,69.86999999999999
2047,Nicaragua,2016,0.0
2048,Norway,1985,0.0
2049,Norway,1986,163.62
2050,Norway,1987,191.56
2051,Norway,1988,208.49999999999997
2052,Norway,1989,197.89000000000001
2053,Norway,1990,191.31
2054,Norway,1991,194.82
2055,Norway,1992,181.64
2056,Norway,1993,178.05
2057,Norway,1994,150.53000000000003
2058,Norway,1995,156.35
2059,Norway,1996,153.93
2060,Norway,1997,158.60999999999999
2061,Norway,1998,153.66
2062,Norway,1999,163.33
2063,Norway,2000,150.33
2064,Norway,2001,154.29
2065,Norway,2002,141.0
2066,Norway,2003,138.07999999999996
2067,Norway,2004,141.37000000000003
2068,Norway,2005,142.09
2069,Norway,2006,142.67
2070,Norway,2007,127.77
2071,Norway,2008,132.03
2072,Norway,2009,145.73999999999998
2073,Norway,2010,136.42999999999998
2074,Norway,2011,146.49
2075,Norway,2012,125.99999999999999
2076,Norway,2013,127.00999999999999
2077,Norway,2014,127.22999999999999
2078,Norway,2015,136.43
2079,Norway,2016,0.0
2080,Oman,1985,0.0
2081,Oman,1986,0.0
2082,Oman,1987,0.0
2083,Oman,1988,0.0
2084,Oman,1989,0.0
2085,Oman,1990,0.0
2086,Oman,1991,0.0
2087,Oman,1992,0.0
2088,Oman,1993,0.0
2089,Oman,1994,0.0
2090,Oman,1995,0.0
2091,Oman,1996,0.0
2092,Oman,1997,0.0
2093,Oman,1998,0.0
2094,Oman,1999,0.0
2095,Oman,2000,0.0
2096,Oman,2001,0.0
2097,Oman,2002,0.0
2098,Oman,2003,0.0
2099,Oman,2004,0.0
2100,Oman,2005,0.0
2101,Oman,2006,0.0
2102,Oman,2007,0.0
2103,Oman,2008,0.0
2104,Oman,2009,21.19
2105,Oman,2010,3.8
2106,Oman,2011,0.0
2107,Oman,2012,0.0
2108,Oman,2013,0.0
2109,Oman,2014,1.51
2110,Oman,2015,0.0
2111,Oman,2016,0.0
2112,Panama,1985,51.06
2113,Panama,1986,60.90999999999999
2114,Panama,1987,67.06
2115,Panama,1988,60.19
2116,Panama,1989,55.290000000000006
2117,Panama,1990,0.0
2118,Panama,1991,0.0
2119,Panama,1992,0.0
2120,Panama,1993,0.0
2121,Panama,1994,0.0
2122,Panama,1995,0.0
2123,Panama,1996,66.38000000000001
2124,Panama,1997,83.19
2125,Panama,1998,76.69
2126,Panama,1999,77.63
2127,Panama,2000,85.58000000000001
2128,Panama,2001,86.77000000000001
2129,Panama,2002,78.94
2130,Panama,2003,97.23999999999998
2131,Panama,2004,81.76
2132,Panama,2005,77.80999999999999
2133,Panama,2006,91.63
2134,Panama,2007,71.89999999999999
2135,Panama,2008,73.3
2136,Panama,2009,68.29
2137,Panama,2010,64.0
2138,Panama,2011,62.73
2139,Panama,2012,55.519999999999996
2140,Panama,2013,49.309999999999995
2141,Panama,2014,55.98
2142,Panama,2015,44.9
2143,Panama,2016,0.0
2144,Paraguay,1985,39.42
2145,Paraguay,1986,26.759999999999998
2146,Paraguay,1987,36.599999999999994
2147,Paraguay,1988,0.0
2148,Paraguay,1989,35.33
2149,Paraguay,1990,45.010000000000005
2150,Paraguay,1991,27.14
2151,Paraguay,1992,0.0
2152,Paraguay,1993,0.0
2153,Paraguay,1994,44.46
2154,Paraguay,1995,40.33
2155,Paraguay,1996,33.46
2156,Paraguay,1997,35.58
2157,Paraguay,1998,48.55
2158,Paraguay,1999,44.42
2159,Paraguay,2000,42.779999999999994
2160,Paraguay,2001,56.519999999999996
2161,Paraguay,2002,43.45
2162,Paraguay,2003,51.35000000000001
2163,Paraguay,2004,65.44000000000001
2164,Paraguay,2005,62.809999999999995
2165,Paraguay,2006,65.57
2166,Paraguay,2007,62.51
2167,Paraguay,2008,58.32
2168,Paraguay,2009,67.33
2169,Paraguay,2010,54.559999999999995
2170,Paraguay,2011,67.83
2171,Paraguay,2012,63.3
2172,Paraguay,2013,75.39000000000001
2173,Paraguay,2014,72.15
2174,Paraguay,2015,0.0
2175,Paraguay,2016,0.0
2176,Philippines,1985,0.0
2177,Philippines,1986,0.0
2178,Philippines,1987,0.0
2179,Philippines,1988,0.0
2180,Philippines,1989,0.0
2181,Philippines,1990,0.0
2182,Philippines,1991,0.0
2183,Philippines,1992,9.81
2184,Philippines,1993,21.970000000000002
2185,Philippines,1994,0.0
2186,Philippines,1995,0.0
2187,Philippines,1996,0.0
2188,Philippines,1997,20.24
2189,Philippines,1998,22.05
2190,Philippines,1999,24.88
2191,Philippines,2000,32.21
2192,Philippines,2001,27.08
2193,Philippines,2002,28.54
2194,Philippines,2003,33.410000000000004
2195,Philippines,2004,0.0
2196,Philippines,2005,0.0
2197,Philippines,2006,36.66
2198,Philippines,2007,29.169999999999998
2199,Philippines,2008,33.05
2200,Philippines,2009,34.89
2201,Philippines,2010,36.96
2202,Philippines,2011,44.90999999999999
2203,Philippines,2012,0.0
2204,Philippines,2013,0.0
2205,Philippines,2014,0.0
2206,Philippines,2015,0.0
2207,Philippines,2016,0.0
2208,Poland,1985,0.0
2209,Poland,1986,0.0
2210,Poland,1987,0.0
2211,Poland,1988,0.0
2212,Poland,1989,0.0
2213,Poland,1990,172.64
2214,Poland,1991,180.27
2215,Poland,1992,194.43
2216,Poland,1993,187.85
2217,Poland,1994,185.95999999999998
2218,Poland,1995,181.7
2219,Poland,1996,178.20999999999998
2220,Poland,1997,0.0
2221,Poland,1998,0.0
2222,Poland,1999,184.15
2223,Poland,2000,191.01
2224,Poland,2001,180.65
2225,Poland,2002,183.26999999999995
2226,Poland,2003,180.14999999999998
2227,Poland,2004,187.74
2228,Poland,2005,186.04
2229,Poland,2006,182.85000000000002
2230,Poland,2007,166.46999999999997
2231,Poland,2008,177.38
2232,Poland,2009,197.1
2233,Poland,2010,190.63999999999996
2234,Poland,2011,183.86
2235,Poland,2012,192.36999999999998
2236,Poland,2013,187.58999999999997
2237,Poland,2014,178.3
2238,Poland,2015,166.99
2239,Poland,2016,0.0
2240,Portugal,1985,164.82000000000002
2241,Portugal,1986,165.52999999999997
2242,Portugal,1987,171.32999999999998
2243,Portugal,1988,137.74999999999997
2244,Portugal,1989,130.32
2245,Portugal,1990,150.21
2246,Portugal,1991,165.16
2247,Portugal,1992,148.29999999999998
2248,Portugal,1993,125.83000000000001
2249,Portugal,1994,123.82000000000001
2250,Portugal,1995,128.92999999999998
2251,Portugal,1996,115.77000000000001
2252,Portugal,1997,102.17999999999999
2253,Portugal,1998,87.06
2254,Portugal,1999,89.46000000000001
2255,Portugal,2000,85.88000000000001
2256,Portugal,2001,115.73000000000002
2257,Portugal,2002,171.82999999999998
2258,Portugal,2003,166.46
2259,Portugal,2004,0.0
2260,Portugal,2005,0.0
2261,Portugal,2006,0.0
2262,Portugal,2007,143.55
2263,Portugal,2008,141.01999999999998
2264,Portugal,2009,139.70000000000002
2265,Portugal,2010,148.84
2266,Portugal,2011,127.86000000000001
2267,Portugal,2012,139.40000000000003
2268,Portugal,2013,132.73000000000002
2269,Portugal,2014,153.89
2270,Portugal,2015,0.0
2271,Portugal,2016,0.0
2272,Puerto Rico,1985,154.60999999999999
2273,Puerto Rico,1986,178.22999999999996
2274,Puerto Rico,1987,143.75999999999996
2275,Puerto Rico,1988,161.68999999999997
2276,Puerto Rico,1989,169.53999999999996
2277,Puerto Rico,1990,181.58
2278,Puerto Rico,1991,184.81
2279,Puerto Rico,1992,135.30999999999997
2280,Puerto Rico,1993,151.25000000000003
2281,Puerto Rico,1994,147.27999999999997
2282,Puerto Rico,1995,120.87
2283,Puerto Rico,1996,139.81000000000003
2284,Puerto Rico,1997,99.25999999999999
2285,Puerto Rico,1998,131.07
2286,Puerto Rico,1999,117.31
2287,Puerto Rico,2000,108.25999999999999
2288,Puerto Rico,2001,106.89
2289,Puerto Rico,2002,91.59000000000002
2290,Puerto Rico,2003,96.99000000000001
2291,Puerto Rico,2004,108.95
2292,Puerto Rico,2005,105.10999999999997
2293,Puerto Rico,2006,95.30000000000001
2294,Puerto Rico,2007,93.08
2295,Puerto Rico,2008,107.07999999999998
2296,Puerto Rico,2009,124.89999999999999
2297,Puerto Rico,2010,103.84
2298,Puerto Rico,2011,90.55000000000001
2299,Puerto Rico,2012,87.1
2300,Puerto Rico,2013,90.58999999999999
2301,Puerto Rico,2014,77.09
2302,Puerto Rico,2015,85.58000000000001
2303,Puerto Rico,2016,0.0
2304,Qatar,1985,0.0
2305,Qatar,1986,0.0
2306,Qatar,1987,0.0
2307,Qatar,1988,0.0
2308,Qatar,1989,0.0
2309,Qatar,1990,0.0
2310,Qatar,1991,0.0
2311,Qatar,1992,0.0
2312,Qatar,1993,0.0
2313,Qatar,1994,0.0
2314,Qatar,1995,0.0
2315,Qatar,1996,0.0
2316,Qatar,1997,0.0
2317,Qatar,1998,0.0
2318,Qatar,1999,0.0
2319,Qatar,2000,0.0
2320,Qatar,2001,27.299999999999997
2321,Qatar,2002,0.0
2322,Qatar,2003,0.0
2323,Qatar,2004,15.25
2324,Qatar,2005,18.799999999999997
2325,Qatar,2006,87.30000000000001
2326,Qatar,2007,28.61
2327,Qatar,2008,13.55
2328,Qatar,2009,19.900000000000002
2329,Qatar,2010,12.83
2330,Qatar,2011,18.85
2331,Qatar,2012,13.27
2332,Qatar,2013,8.23
2333,Qatar,2014,18.99
2334,Qatar,2015,18.84
2335,Qatar,2016,16.43
2336,Republic of Korea,1985,146.64999999999995
2337,Republic of Korea,1986,143.31
2338,Republic of Korea,1987,128.23999999999998
2339,Republic of Korea,1988,114.58000000000001
2340,Republic of Korea,1989,121.4
2341,Republic of Korea,1990,120.53
2342,Republic of Korea,1991,116.18
2343,Republic of Korea,1992,127.39000000000001
2344,Republic of Korea,1993,159.48
2345,Republic of Korea,1994,165.4
2346,Republic of Korea,1995,179.28000000000003
2347,Republic of Korea,1996,216.98999999999998
2348,Republic of Korea,1997,226.79999999999998
2349,Republic of Korea,1998,302.32
2350,Republic of Korea,1999,257.52000000000004
2351,Republic of Korea,2000,248.59
2352,Republic of Korea,2001,273.54
2353,Republic of Korea,2002,361.04
2354,Republic of Korea,2003,454.12000000000006
2355,Republic of Korea,2004,469.70000000000005
2356,Republic of Korea,2005,479.03999999999996
2357,Republic of Korea,2006,420.46
2358,Republic of Korea,2007,466.5400000000001
2359,Republic of Korea,2008,452.28000000000003
2360,Republic of Korea,2009,519.5200000000001
2361,Republic of Korea,2010,518.2
2362,Republic of Korea,2011,515.05
2363,Republic of Korea,2012,443.25999999999993
2364,Republic of Korea,2013,428.56999999999994
2365,Republic of Korea,2014,385.3299999999999
2366,Republic of Korea,2015,389.14000000000004
2367,Republic of Korea,2016,0.0
2368,Romania,1985,0.0
2369,Romania,1986,0.0
2370,Romania,1987,0.0
2371,Romania,1988,0.0
2372,Romania,1989,157.77
2373,Romania,1990,125.92
2374,Romania,1991,133.38
2375,Romania,1992,164.17999999999998
2376,Romania,1993,162.07
2377,Romania,1994,172.78000000000003
2378,Romania,1995,156.17999999999998
2379,Romania,1996,159.98
2380,Romania,1997,161.6
2381,Romania,1998,161.29
2382,Romania,1999,158.27000000000004
2383,Romania,2000,159.19
2384,Romania,2001,149.11
2385,Romania,2002,173.6
2386,Romania,2003,159.70999999999998
2387,Romania,2004,151.18999999999997
2388,Romania,2005,146.01
2389,Romania,2006,149.08999999999997
2390,Romania,2007,136.05999999999997
2391,Romania,2008,140.4
2392,Romania,2009,144.02
2393,Romania,2010,150.04000000000002
2394,Romania,2011,138.77999999999997
2395,Romania,2012,142.03
2396,Romania,2013,137.99
2397,Romania,2014,131.02999999999997
2398,Romania,2015,133.54999999999998
2399,Romania,2016,116.32999999999998
2400,Russian Federation,1985,0.0
2401,Russian Federation,1986,0.0
2402,Russian Federation,1987,0.0
2403,Russian Federation,1988,0.0
2404,Russian Federation,1989,398.81999999999994
2405,Russian Federation,1990,399.17
2406,Russian Federation,1991,396.3999999999999
2407,Russian Federation,1992,437.48
2408,Russian Federation,1993,522.0600000000001
2409,Russian Federation,1994,567.6400000000001
2410,Russian Federation,1995,547.3799999999999
2411,Russian Federation,1996,526.2800000000001
2412,Russian Federation,1997,508.09
2413,Russian Federation,1998,474.73999999999995
2414,Russian Federation,1999,510.13
2415,Russian Federation,2000,504.4699999999999
2416,Russian Federation,2001,504.65000000000003
2417,Russian Federation,2002,488.54999999999995
2418,Russian Federation,2003,468.9100000000001
2419,Russian Federation,2004,447.60999999999996
2420,Russian Federation,2005,420.34
2421,Russian Federation,2006,401.31
2422,Russian Federation,2007,386.99
2423,Russian Federation,2008,366.8
2424,Russian Federation,2009,352.8
2425,Russian Federation,2010,319.21
2426,Russian Federation,2011,299.68
2427,Russian Federation,2012,285.51
2428,Russian Federation,2013,273.96999999999997
2429,Russian Federation,2014,259.21999999999997
2430,Russian Federation,2015,236.91999999999996
2431,Russian Federation,2016,0.0
2432,Saint Kitts and Nevis,1985,0.0
2433,Saint Kitts and Nevis,1986,0.0
2434,Saint Kitts and Nevis,1987,0.0
2435,Saint Kitts and Nevis,1988,0.0
2436,Saint Kitts and Nevis,1989,0.0
2437,Saint Kitts and Nevis,1990,0.0
2438,Saint Kitts and Nevis,1991,0.0
2439,Saint Kitts and Nevis,1992,0.0
2440,Saint Kitts and Nevis,1993,0.0
2441,Saint Kitts and Nevis,1994,0.0
2442,Saint Kitts and Nevis,1995,0.0
2443,Saint Kitts and Nevis,1996,0.0
2444,Saint Kitts and Nevis,1997,0.0
2445,Saint Kitts and Nevis,1998,0.0
2446,Saint Kitts and Nevis,1999,0.0
2447,Saint Kitts and Nevis,2000,0.0
2448,Saint Kitts and Nevis,2001,0.0
2449,Saint Kitts and Nevis,2002,0.0
2450,Saint Kitts and Nevis,2003,0.0
2451,Saint Kitts and Nevis,2004,0.0
2452,Saint Kitts and Nevis,2005,0.0
2453,Saint Kitts and Nevis,2006,0.0
2454,Saint Kitts and Nevis,2007,0.0
2455,Saint Kitts and Nevis,2008,0.0
2456,Saint Kitts and Nevis,2009,0.0
2457,Saint Kitts and Nevis,2010,0.0
2458,Saint Kitts and Nevis,2011,0.0
2459,Saint Kitts and Nevis,2012,0.0
2460,Saint Kitts and Nevis,2013,0.0
2461,Saint Kitts and Nevis,2014,0.0
2462,Saint Kitts and Nevis,2015,0.0
2463,Saint Kitts and Nevis,2016,0.0
2464,Saint Lucia,1985,0.0
2465,Saint Lucia,1986,59.95
2466,Saint Lucia,1987,141.42000000000002
2467,Saint Lucia,1988,182.21
2468,Saint Lucia,1989,88.91
2469,Saint Lucia,1990,26.919999999999998
2470,Saint Lucia,1991,104.09
2471,Saint Lucia,1992,98.11
2472,Saint Lucia,1993,75.28
2473,Saint Lucia,1994,45.8
2474,Saint Lucia,1995,81.71000000000001
2475,Saint Lucia,1996,61.03
2476,Saint Lucia,1997,117.53999999999999
2477,Saint Lucia,1998,119.03
2478,Saint Lucia,1999,74.94
2479,Saint Lucia,2000,197.86
2480,Saint Lucia,2001,59.08
2481,Saint Lucia,2002,187.52
2482,Saint Lucia,2003,133.26
2483,Saint Lucia,2004,66.17
2484,Saint Lucia,2005,24.82
2485,Saint Lucia,2006,17.83
2486,Saint Lucia,2007,0.0
2487,Saint Lucia,2008,0.0
2488,Saint Lucia,2009,82.32
2489,Saint Lucia,2010,30.31
2490,Saint Lucia,2011,53.32
2491,Saint Lucia,2012,85.03
2492,Saint Lucia,2013,114.1
2493,Saint Lucia,2014,91.56
2494,Saint Lucia,2015,0.0
2495,Saint Lucia,2016,0.0
2496,Saint Vincent and Grenadines,1985,32.79
2497,Saint Vincent and Grenadines,1986,0.0
2498,Saint Vincent and Grenadines,1987,0.0
2499,Saint Vincent and Grenadines,1988,0.0
2500,Saint Vincent and Grenadines,1989,0.0
2501,Saint Vincent and Grenadines,1990,72.06
2502,Saint Vincent and Grenadines,1991,0.0
2503,Saint Vincent and Grenadines,1992,0.0
2504,Saint Vincent and Grenadines,1993,0.0
2505,Saint Vincent and Grenadines,1994,0.0
2506,Saint Vincent and Grenadines,1995,85.41
2507,Saint Vincent and Grenadines,1996,85.06
2508,Saint Vincent and Grenadines,1997,30.019999999999996
2509,Saint Vincent and Grenadines,1998,194.42000000000002
2510,Saint Vincent and Grenadines,1999,65.80000000000001
2511,Saint Vincent and Grenadines,2000,44.11
2512,Saint Vincent and Grenadines,2001,160.66
2513,Saint Vincent and Grenadines,2002,202.93
2514,Saint Vincent and Grenadines,2003,50.91
2515,Saint Vincent and Grenadines,2004,46.459999999999994
2516,Saint Vincent and Grenadines,2005,72.11
2517,Saint Vincent and Grenadines,2006,122.07
2518,Saint Vincent and Grenadines,2007,102.39
2519,Saint Vincent and Grenadines,2008,40.28999999999999
2520,Saint Vincent and Grenadines,2009,11.18
2521,Saint Vincent and Grenadines,2010,54.83
2522,Saint Vincent and Grenadines,2011,46.980000000000004
2523,Saint Vincent and Grenadines,2012,97.29
2524,Saint Vincent and Grenadines,2013,0.0
2525,Saint Vincent and Grenadines,2014,80.78
2526,Saint Vincent and Grenadines,2015,28.080000000000002
2527,Saint Vincent and Grenadines,2016,0.0
2528,San Marino,1985,0.0
2529,San Marino,1986,0.0
2530,San Marino,1987,0.0
2531,San Marino,1988,0.0
2532,San Marino,1989,0.0
2533,San Marino,1990,0.0
2534,San Marino,1991,0.0
2535,San Marino,1992,0.0
2536,San Marino,1993,0.0
2537,San Marino,1994,0.0
2538,San Marino,1995,0.0
2539,San Marino,1996,0.0
2540,San Marino,1997,0.0
2541,San Marino,1998,0.0
2542,San Marino,1999,64.35000000000001
2543,San Marino,2000,47.26
2544,San Marino,2001,0.0
2545,San Marino,2002,0.0
2546,San Marino,2003,0.0
2547,San Marino,2004,0.0
2548,San Marino,2005,34.01
2549,San Marino,2006,0.0
2550,San Marino,2007,0.0
2551,San Marino,2008,0.0
2552,San Marino,2009,0.0
2553,San Marino,2010,0.0
2554,San Marino,2011,0.0
2555,San Marino,2012,0.0
2556,San Marino,2013,0.0
2557,San Marino,2014,0.0
2558,San Marino,2015,0.0
2559,San Marino,2016,0.0
2560,Serbia,1985,0.0
2561,Serbia,1986,0.0
2562,Serbia,1987,0.0
2563,Serbia,1988,0.0
2564,Serbia,1989,0.0
2565,Serbia,1990,0.0
2566,Serbia,1991,0.0
2567,Serbia,1992,0.0
2568,Serbia,1993,0.0
2569,Serbia,1994,0.0
2570,Serbia,1995,0.0
2571,Serbia,1996,0.0
2572,Serbia,1997,0.0
2573,Serbia,1998,307.05
2574,Serbia,1999,344.73
2575,Serbia,2000,324.15999999999997
2576,Serbia,2001,297.0
2577,Serbia,2002,295.91
2578,Serbia,2003,271.27
2579,Serbia,2004,262.51
2580,Serbia,2005,286.32000000000005
2581,Serbia,2006,286.07
2582,Serbia,2007,258.45
2583,Serbia,2008,242.60999999999999
2584,Serbia,2009,258.43
2585,Serbia,2010,234.47999999999996
2586,Serbia,2011,243.45
2587,Serbia,2012,234.53
2588,Serbia,2013,217.73
2589,Serbia,2014,216.77999999999997
2590,Serbia,2015,205.97
2591,Serbia,2016,0.0
2592,Seychelles,1985,156.18
2593,Seychelles,1986,23.26
2594,Seychelles,1987,60.72
2595,Seychelles,1988,0.0
2596,Seychelles,1989,0.0
2597,Seychelles,1990,0.0
2598,Seychelles,1991,0.0
2599,Seychelles,1992,0.0
2600,Seychelles,1993,0.0
2601,Seychelles,1994,0.0
2602,Seychelles,1995,0.0
2603,Seychelles,1996,0.0
2604,Seychelles,1997,0.0
2605,Seychelles,1998,0.0
2606,Seychelles,1999,0.0
2607,Seychelles,2000,0.0
2608,Seychelles,2001,87.57000000000001
2609,Seychelles,2002,154.12
2610,Seychelles,2003,100.0
2611,Seychelles,2004,63.27000000000001
2612,Seychelles,2005,71.5
2613,Seychelles,2006,275.75
2614,Seychelles,2007,147.64000000000001
2615,Seychelles,2008,39.07
2616,Seychelles,2009,43.81
2617,Seychelles,2010,51.989999999999995
2618,Seychelles,2011,51.34
2619,Seychelles,2012,33.5
2620,Seychelles,2013,131.4
2621,Seychelles,2014,43.33
2622,Seychelles,2015,81.25
2623,Seychelles,2016,0.0
2624,Singapore,1985,353.36
2625,Singapore,1986,324.61
2626,Singapore,1987,273.56
2627,Singapore,1988,360.19
2628,Singapore,1989,354.11
2629,Singapore,1990,272.03
2630,Singapore,1991,229.38
2631,Singapore,1992,205.42
2632,Singapore,1993,235.14000000000001
2633,Singapore,1994,246.85
2634,Singapore,1995,282.76000000000005
2635,Singapore,1996,208.94
2636,Singapore,1997,206.64999999999998
2637,Singapore,1998,215.35999999999996
2638,Singapore,1999,166.45000000000005
2639,Singapore,2000,164.33999999999997
2640,Singapore,2001,167.8
2641,Singapore,2002,172.39000000000001
2642,Singapore,2003,172.73999999999998
2643,Singapore,2004,167.47999999999996
2644,Singapore,2005,180.33
2645,Singapore,2006,148.75
2646,Singapore,2007,165.76000000000002
2647,Singapore,2008,150.24999999999997
2648,Singapore,2009,149.58000000000004
2649,Singapore,2010,129.23
2650,Singapore,2011,116.96
2651,Singapore,2012,141.61999999999998
2652,Singapore,2013,137.87
2653,Singapore,2014,131.78
2654,Singapore,2015,109.28999999999998
2655,Singapore,2016,0.0
2656,Slovakia,1985,0.0
2657,Slovakia,1986,0.0
2658,Slovakia,1987,0.0
2659,Slovakia,1988,0.0
2660,Slovakia,1989,0.0
2661,Slovakia,1990,0.0
2662,Slovakia,1991,0.0
2663,Slovakia,1992,214.23000000000002
2664,Slovakia,1993,195.34
2665,Slovakia,1994,185.04
2666,Slovakia,1995,198.69999999999996
2667,Slovakia,1996,174.50000000000006
2668,Slovakia,1997,164.10000000000002
2669,Slovakia,1998,161.83999999999997
2670,Slovakia,1999,172.08
2671,Slovakia,2000,180.08
2672,Slovakia,2001,171.88
2673,Slovakia,2002,191.77
2674,Slovakia,2003,169.16000000000003
2675,Slovakia,2004,150.9
2676,Slovakia,2005,165.37
2677,Slovakia,2006,0.0
2678,Slovakia,2007,0.0
2679,Slovakia,2008,134.20000000000002
2680,Slovakia,2009,139.08
2681,Slovakia,2010,143.68
2682,Slovakia,2011,0.0
2683,Slovakia,2012,129.48000000000002
2684,Slovakia,2013,143.91
2685,Slovakia,2014,132.82
2686,Slovakia,2015,0.0
2687,Slovakia,2016,0.0
2688,Slovenia,1985,0.0
2689,Slovenia,1986,0.0
2690,Slovenia,1987,0.0
2691,Slovenia,1988,0.0
2692,Slovenia,1989,0.0
2693,Slovenia,1990,0.0
2694,Slovenia,1991,0.0
2695,Slovenia,1992,0.0
2696,Slovenia,1993,0.0
2697,Slovenia,1994,0.0
2698,Slovenia,1995,393.87000000000006
2699,Slovenia,1996,421.11
2700,Slovenia,1997,410.09999999999997
