,Country,Year,Suicides per 100k
2701,Slovenia,1998,413.59999999999997
2702,Slovenia,1999,393.35999999999996
2703,Slovenia,2000,404.12000000000006
2704,Slovenia,2001,423.4
2705,Slovenia,2002,354.3
2706,Slovenia,2003,376.56000000000006
2707,Slovenia,2004,298.47999999999996
2708,Slovenia,2005,337.40999999999997
2709,Slovenia,2006,347.87
2710,Slovenia,2007,291.45
2711,Slovenia,2008,263.09000000000003
2712,Slovenia,2009,268.71000000000004
2713,Slovenia,2010,265.59000000000003
2714,Slovenia,2011,281.66
2715,Slovenia,2012,279.74
2716,Slovenia,2013,283.02
2717,Slovenia,2014,240.36999999999995
2718,Slovenia,2015,264.81
2719,Slovenia,2016,0.0
2720,South Africa,1985,0.0
2721,South Africa,1986,0.0
2722,South Africa,1987,0.0
2723,South Africa,1988,0.0
2724,South Africa,1989,0.0
2725,South Africa,1990,0.0
2726,South Africa,1991,0.0
2727,South Africa,1992,0.0
2728,South Africa,1993,0.0
2729,South Africa,1994,0.0
2730,South Africa,1995,0.0
2731,South Africa,1996,8.03
2732,South Africa,1997,4.95
2733,South Africa,1998,7.699999999999998
2734,South Africa,1999,10.87
2735,South Africa,2000,9.539999999999997
2736,South Africa,2001,12.43
2737,South Africa,2002,6.979999999999999
2738,South Africa,2003,9.240000000000002
2739,South Africa,2004,12.63
2740,South Africa,2005,15.29
2741,South Africa,2006,17.919999999999998
2742,South Africa,2007,12.12
2743,South Africa,2008,14.14
2744,South Africa,2009,10.709999999999999
2745,South Africa,2010,13.090000000000002
2746,South Africa,2011,9.309999999999999
2747,South Africa,2012,13.56
2748,South Africa,2013,14.900000000000002
2749,South Africa,2014,15.08
2750,South Africa,2015,13.0
2751,South Africa,2016,0.0
2752,Spain,1985,114.92999999999999
2753,Spain,1986,119.83
2754,Spain,1987,122.14
2755,Spain,1988,127.28000000000002
2756,Spain,1989,126.49
2757,Spain,1990,129.24
2758,Spain,1991,121.84
2759,Spain,1992,119.01
2760,Spain,1993,120.85
2761,Spain,1994,124.32
2762,Spain,1995,123.81
2763,Spain,1996,126.53
2764,Spain,1997,131.32000000000002
2765,Spain,1998,124.03999999999999
2766,Spain,1999,119.08
2767,Spain,2000,122.21000000000001
2768,Spain,2001,112.4
2769,Spain,2002,115.64000000000001
2770,Spain,2003,116.49
2771,Spain,2004,112.63
2772,Spain,2005,107.65999999999998
2773,Spain,2006,99.86999999999999
2774,Spain,2007,98.94999999999999
2775,Spain,2008,98.51999999999998
2776,Spain,2009,98.02000000000001
2777,Spain,2010,87.44
2778,Spain,2011,88.59000000000002
2779,Spain,2012,96.88
2780,Spain,2013,101.32
2781,Spain,2014,104.35000000000001
2782,Spain,2015,97.38000000000002
2783,Spain,2016,0.0
2784,Sri Lanka,1985,558.7200000000001
2785,Sri Lanka,1986,529.8000000000001
2786,Sri Lanka,1987,0.0
2787,Sri Lanka,1988,0.0
2788,Sri Lanka,1989,0.0
2789,Sri Lanka,1990,0.0
2790,Sri Lanka,1991,0.0
2791,Sri Lanka,1992,0.0
2792,Sri Lanka,1993,0.0
2793,Sri Lanka,1994,0.0
2794,Sri Lanka,1995,0.0
2795,Sri Lanka,1996,395.71000000000004
2796,Sri Lanka,1997,472.1
2797,Sri Lanka,1998,451.15000000000003
2798,Sri Lanka,1999,445.24
2799,Sri Lanka,2000,427.2900000000001
2800,Sri Lanka,2001,358.06
2801,Sri Lanka,2002,339.4100000000001
2802,Sri Lanka,2003,352.75000000000006
2803,Sri Lanka,2004,0.0
2804,Sri Lanka,2005,0.0
2805,Sri Lanka,2006,328.73
2806,Sri Lanka,2007,0.0
2807,Sri Lanka,2008,0.0
2808,Sri Lanka,2009,0.0
2809,Sri Lanka,2010,0.0
2810,Sri Lanka,2011,0.0
2811,Sri Lanka,2012,0.0
2812,Sri Lanka,2013,0.0
2813,Sri Lanka,2014,0.0
2814,Sri Lanka,2015,0.0
2815,Sri Lanka,2016,0.0
2816,Suriname,1985,470.84000000000003
2817,Suriname,1986,211.99
2818,Suriname,1987,251.69999999999996
2819,Suriname,1988,209.72000000000003
2820,Suriname,1989,212.11999999999998
2821,Suriname,1990,214.09
2822,Suriname,1991,215.45999999999998
2823,Suriname,1992,137.96
2824,Suriname,1993,0.0
2825,Suriname,1994,0.0
2826,Suriname,1995,182.52
2827,Suriname,1996,84.27000000000001
2828,Suriname,1997,115.69
2829,Suriname,1998,101.95
2830,Suriname,1999,216.70000000000002
2831,Suriname,2000,127.92999999999999
2832,Suriname,2001,218.09
2833,Suriname,2002,214.23
2834,Suriname,2003,245.99999999999997
2835,Suriname,2004,202.1
2836,Suriname,2005,211.17
2837,Suriname,2006,298.26
2838,Suriname,2007,356.14
2839,Suriname,2008,416.81999999999994
2840,Suriname,2009,369.71000000000004
2841,Suriname,2010,425.29999999999995
2842,Suriname,2011,353.31
2843,Suriname,2012,454.11
2844,Suriname,2013,286.79999999999995
2845,Suriname,2014,357.34
2846,Suriname,2015,0.0
2847,Suriname,2016,0.0
2848,Sweden,1985,0.0
2849,Sweden,1986,0.0
2850,Sweden,1987,230.91
2851,Sweden,1988,231.67000000000004
2852,Sweden,1989,238.33999999999997
2853,Sweden,1990,222.05
2854,Sweden,1991,217.53999999999996
2855,Sweden,1992,200.77999999999997
2856,Sweden,1993,200.97000000000003
2857,Sweden,1994,195.69000000000003
2858,Sweden,1995,191.72000000000003
2859,Sweden,1996,178.24000000000004
2860,Sweden,1997,167.19000000000003
2861,Sweden,1998,175.8
2862,Sweden,1999,172.64
2863,Sweden,2000,162.5
2864,Sweden,2001,167.49
2865,Sweden,2002,162.71
2866,Sweden,2003,153.41
2867,Sweden,2004,157.41000000000003
2868,Sweden,2005,164.61999999999995
2869,Sweden,2006,160.76
2870,Sweden,2007,147.38999999999996
2871,Sweden,2008,155.68
2872,Sweden,2009,160.40000000000003
2873,Sweden,2010,146.54
2874,Sweden,2011,141.77
2875,Sweden,2012,148.10999999999999
2876,Sweden,2013,158.20000000000002
2877,Sweden,2014,149.04999999999998
2878,Sweden,2015,149.29999999999998
2879,Sweden,2016,138.84
2880,Switzerland,1985,0.0
2881,Switzerland,1986,0.0
2882,Switzerland,1987,0.0
2883,Switzerland,1988,0.0
2884,Switzerland,1989,0.0
2885,Switzerland,1990,0.0
2886,Switzerland,1991,0.0
2887,Switzerland,1992,0.0
2888,Switzerland,1993,0.0
2889,Switzerland,1994,0.0
2890,Switzerland,1995,283.07000000000005
2891,Switzerland,1996,279.89
2892,Switzerland,1997,266.77
2893,Switzerland,1998,273.41999999999996
2894,Switzerland,1999,251.98
2895,Switzerland,2000,266.2
2896,Switzerland,2001,261.69
2897,Switzerland,2002,273.7
2898,Switzerland,2003,242.66
2899,Switzerland,2004,242.27
2900,Switzerland,2005,246.18999999999997
2901,Switzerland,2006,241.63
2902,Switzerland,2007,255.81000000000003
2903,Switzerland,2008,237.51
2904,Switzerland,2009,180.12999999999994
2905,Switzerland,2010,160.52
2906,Switzerland,2011,168.22
2907,Switzerland,2012,165.39
2908,Switzerland,2013,170.26
2909,Switzerland,2014,162.10000000000002
2910,Switzerland,2015,164.66
2911,Switzerland,2016,0.0
2912,Thailand,1985,82.54
2913,Thailand,1986,71.91
2914,Thailand,1987,81.82000000000001
2915,Thailand,1988,0.0
2916,Thailand,1989,0.0
2917,Thailand,1990,95.91999999999999
2918,Thailand,1991,86.46
2919,Thailand,1992,83.09999999999998
2920,Thailand,1993,0.0
2921,Thailand,1994,56.27000000000001
2922,Thailand,1995,93.52000000000001
2923,Thailand,1996,93.05
2924,Thailand,1997,86.37
2925,Thailand,1998,99.56
2926,Thailand,1999,109.03
2927,Thailand,2000,106.1
2928,Thailand,2001,0.0
2929,Thailand,2002,103.12
2930,Thailand,2003,91.16
2931,Thailand,2004,86.05999999999999
2932,Thailand,2005,77.99
2933,Thailand,2006,69.04000000000002
2934,Thailand,2007,79.14000000000001
2935,Thailand,2008,78.17999999999999
2936,Thailand,2009,78.56
2937,Thailand,2010,80.49999999999999
2938,Thailand,2011,77.59000000000002
2939,Thailand,2012,80.69
2940,Thailand,2013,79.56000000000002
2941,Thailand,2014,76.96000000000001
2942,Thailand,2015,81.15000000000002
2943,Thailand,2016,77.32
2944,Trinidad and Tobago,1985,30.17
2945,Trinidad and Tobago,1986,123.13
2946,Trinidad and Tobago,1987,155.54
2947,Trinidad and Tobago,1988,228.75
2948,Trinidad and Tobago,1989,198.16
2949,Trinidad and Tobago,1990,186.38000000000002
2950,Trinidad and Tobago,1991,153.53999999999996
2951,Trinidad and Tobago,1992,194.39
2952,Trinidad and Tobago,1993,161.52999999999997
2953,Trinidad and Tobago,1994,159.4
2954,Trinidad and Tobago,1995,242.92999999999998
2955,Trinidad and Tobago,1996,196.35999999999999
2956,Trinidad and Tobago,1997,189.39000000000001
2957,Trinidad and Tobago,1998,196.04000000000002
2958,Trinidad and Tobago,1999,145.32
2959,Trinidad and Tobago,2000,198.32
2960,Trinidad and Tobago,2001,205.33
2961,Trinidad and Tobago,2002,159.01
2962,Trinidad and Tobago,2003,158.25
2963,Trinidad and Tobago,2004,188.27999999999997
2964,Trinidad and Tobago,2005,144.14
2965,Trinidad and Tobago,2006,133.89000000000001
2966,Trinidad and Tobago,2007,143.58
2967,Trinidad and Tobago,2008,178.25
2968,Trinidad and Tobago,2009,120.24000000000001
2969,Trinidad and Tobago,2010,150.5
2970,Trinidad and Tobago,2011,138.69
2971,Trinidad and Tobago,2012,0.0
2972,Trinidad and Tobago,2013,0.0
2973,Trinidad and Tobago,2014,0.0
2974,Trinidad and Tobago,2015,0.0
2975,Trinidad and Tobago,2016,0.0
2976,Turkey,1985,0.0
2977,Turkey,1986,0.0
2978,Turkey,1987,0.0
2979,Turkey,1988,0.0
2980,Turkey,1989,0.0
2981,Turkey,1990,0.0
2982,Turkey,1991,0.0
2983,Turkey,1992,0.0
2984,Turkey,1993,0.0
2985,Turkey,1994,0.0
2986,Turkey,1995,0.0
2987,Turkey,1996,0.0
2988,Turkey,1997,0.0
2989,Turkey,1998,0.0
2990,Turkey,1999,0.0
2991,Turkey,2000,0.0
2992,Turkey,2001,0.0
2993,Turkey,2002,0.0
2994,Turkey,2003,0.0
2995,Turkey,2004,0.0
2996,Turkey,2005,0.0
2997,Turkey,2006,0.0
2998,Turkey,2007,0.0
2999,Turkey,2008,0.0
3000,Turkey,2009,21.29
3001,Turkey,2010,31.689999999999998
3002,Turkey,2011,23.069999999999997
3003,Turkey,2012,28.400000000000002
3004,Turkey,2013,35.42000000000001
3005,Turkey,2014,30.83
3006,Turkey,2015,28.470000000000002
3007,Turkey,2016,0.0
3008,Turkmenistan,1985,0.0
3009,Turkmenistan,1986,0.0
3010,Turkmenistan,1987,173.61
3011,Turkmenistan,1988,162.44999999999996
3012,Turkmenistan,1989,135.33000000000004
3013,Turkmenistan,1990,172.01
3014,Turkmenistan,1991,126.94000000000001
3015,Turkmenistan,1992,111.85
3016,Turkmenistan,1993,115.42999999999999
3017,Turkmenistan,1994,116.92000000000002
3018,Turkmenistan,1995,90.44000000000001
3019,Turkmenistan,1996,103.64
3020,Turkmenistan,1997,100.97
3021,Turkmenistan,1998,136.5
3022,Turkmenistan,1999,145.06
3023,Turkmenistan,2000,112.13000000000001
3024,Turkmenistan,2001,133.46000000000004
3025,Turkmenistan,2002,115.43000000000002
3026,Turkmenistan,2003,107.02000000000002
3027,Turkmenistan,2004,112.79999999999998
3028,Turkmenistan,2005,134.19000000000003
3029,Turkmenistan,2006,143.84
3030,Turkmenistan,2007,96.69000000000001
3031,Turkmenistan,2008,117.57999999999998
3032,Turkmenistan,2009,42.54
3033,Turkmenistan,2010,45.75
3034,Turkmenistan,2011,31.63
3035,Turkmenistan,2012,30.6
3036,Turkmenistan,2013,23.29
3037,Turkmenistan,2014,28.15
3038,Turkmenistan,2015,28.48
3039,Turkmenistan,2016,0.0
3040,Ukraine,1985,0.0
3041,Ukraine,1986,0.0
3042,Ukraine,1987,294.04
3043,Ukraine,1988,286.72
3044,Ukraine,1989,316.32000000000005
3045,Ukraine,1990,296.7
3046,Ukraine,1991,297.90999999999997
3047,Ukraine,1992,322.49
3048,Ukraine,1993,352.11
3049,Ukraine,1994,384.29
3050,Ukraine,1995,396.66999999999996
3051,Ukraine,1996,403.41999999999996
3052,Ukraine,1997,395.67
3053,Ukraine,1998,390.15
3054,Ukraine,1999,376.05999999999995
3055,Ukraine,2000,377.19000000000005
3056,Ukraine,2001,348.14000000000004
3057,Ukraine,2002,344.04999999999995
3058,Ukraine,2003,337.06999999999994
3059,Ukraine,2004,307.05
3060,Ukraine,2005,297.18
3061,Ukraine,2006,282.78999999999996
3062,Ukraine,2007,281.12
3063,Ukraine,2008,274.5
3064,Ukraine,2009,279.25999999999993
3065,Ukraine,2010,263.07000000000005
3066,Ukraine,2011,263.99999999999994
3067,Ukraine,2012,268.4700000000001
3068,Ukraine,2013,0.0
3069,Ukraine,2014,250.5
3070,Ukraine,2015,244.72
3071,Ukraine,2016,0.0
3072,United Arab Emirates,1985,0.0
3073,United Arab Emirates,1986,0.0
3074,United Arab Emirates,1987,0.0
3075,United Arab Emirates,1988,0.0
3076,United Arab Emirates,1989,0.0
3077,United Arab Emirates,1990,0.0
3078,United Arab Emirates,1991,0.0
3079,United Arab Emirates,1992,0.0
3080,United Arab Emirates,1993,0.0
3081,United Arab Emirates,1994,0.0
3082,United Arab Emirates,1995,0.0
3083,United Arab Emirates,1996,0.0
3084,United Arab Emirates,1997,0.0
3085,United Arab Emirates,1998,0.0
3086,United Arab Emirates,1999,0.0
3087,United Arab Emirates,2000,0.0
3088,United Arab Emirates,2001,0.0
3089,United Arab Emirates,2002,0.0
3090,United Arab Emirates,2003,0.0
3091,United Arab Emirates,2004,0.0
3092,United Arab Emirates,2005,16.05
3093,United Arab Emirates,2006,16.55
3094,United Arab Emirates,2007,15.989999999999998
3095,United Arab Emirates,2008,11.86
3096,United Arab Emirates,2009,11.73
3097,United Arab Emirates,2010,22.710000000000004
3098,United Arab Emirates,2011,0.0
3099,United Arab Emirates,2012,0.0
3100,United Arab Emirates,2013,0.0
3101,United Arab Emirates,2014,0.0
3102,United Arab Emirates,2015,0.0
3103,United Arab Emirates,2016,0.0
3104,United Kingdom,1985,116.45
3105,United Kingdom,1986,112.00999999999999
3106,United Kingdom,1987,103.81
3107,United Kingdom,1988,114.55
3108,United Kingdom,1989,99.19000000000001
3109,United Kingdom,1990,103.34000000000002
3110,United Kingdom,1991,98.80000000000001
3111,United Kingdom,1992,98.75
3112,United Kingdom,1993,96.85
3113,United Kingdom,1994,94.76
3114,United Kingdom,1995,92.34
3115,United Kingdom,1996,88.32000000000001
3116,United Kingdom,1997,88.78
3117,United Kingdom,1998,90.75999999999999
3118,United Kingdom,1999,92.44000000000001
3119,United Kingdom,2000,87.33
3120,United Kingdom,2001,85.14
3121,United Kingdom,2002,82.70999999999998
3122,United Kingdom,2003,80.14999999999999
3123,United Kingdom,2004,82.71999999999998
3124,United Kingdom,2005,79.16
3125,United Kingdom,2006,78.16999999999999
3126,United Kingdom,2007,74.91999999999999
3127,United Kingdom,2008,80.71000000000001
3128,United Kingdom,2009,78.0
3129,United Kingdom,2010,77.41000000000001
3130,United Kingdom,2011,78.28999999999999
3131,United Kingdom,2012,79.47
3132,United Kingdom,2013,84.91999999999999
3133,United Kingdom,2014,83.93
3134,United Kingdom,2015,86.74
3135,United Kingdom,2016,0.0
3136,United States,1985,184.72000000000003
3137,United States,1986,191.65
3138,United States,1987,191.66
3139,United States,1988,187.71
3140,United States,1989,182.44
3141,United States,1990,187.8
3142,United States,1991,183.77
3143,United States,1992,177.77
3144,United States,1993,179.11999999999998
3145,United States,1994,176.03
3146,United States,1995,173.09000000000003
3147,United States,1996,166.45
3148,United States,1997,161.95999999999998
3149,United States,1998,160.50999999999996
3150,United States,1999,150.77
3151,United States,2000,146.57999999999998
3152,United States,2001,148.22
3153,United States,2002,150.01999999999998
3154,United States,2003,145.64
3155,United States,2004,146.90000000000003
3156,United States,2005,146.68000000000004
3157,United States,2006,145.13000000000002
3158,United States,2007,149.11999999999998
3159,United States,2008,153.24
3160,United States,2009,154.19
3161,United States,2010,158.89000000000001
3162,United States,2011,162.35999999999999
3163,United States,2012,165.14
3164,United States,2013,166.67
3165,United States,2014,171.33000000000004
3166,United States,2015,175.41
3167,United States,2016,0.0
3168,Uruguay,1985,178.60999999999999
3169,Uruguay,1986,172.47
3170,Uruguay,1987,164.43000000000004
3171,Uruguay,1988,164.46
3172,Uruguay,1989,196.46
3173,Uruguay,1990,180.67
3174,Uruguay,1991,0.0
3175,Uruguay,1992,0.0
3176,Uruguay,1993,223.01999999999998
3177,Uruguay,1994,214.00000000000003
3178,Uruguay,1995,237.94
3179,Uruguay,1996,187.92999999999998
3180,Uruguay,1997,233.91
3181,Uruguay,1998,264.08
3182,Uruguay,1999,243.62000000000003
3183,Uruguay,2000,274.27000000000004
3184,Uruguay,2001,236.12
3185,Uruguay,2002,331.69000000000005
3186,Uruguay,2003,259.25000000000006
3187,Uruguay,2004,258.49
3188,Uruguay,2005,241.30999999999997
3189,Uruguay,2006,248.11
3190,Uruguay,2007,266.31
3191,Uruguay,2008,234.53
3192,Uruguay,2009,237.75
3193,Uruguay,2010,257.43
3194,Uruguay,2011,0.0
3195,Uruguay,2012,264.34999999999997
3196,Uruguay,2013,249.09
3197,Uruguay,2014,248.64
3198,Uruguay,2015,270.02000000000004
3199,Uruguay,2016,0.0
3200,Uzbekistan,1985,0.0
3201,Uzbekistan,1986,0.0
3202,Uzbekistan,1987,0.0
3203,Uzbekistan,1988,0.0
3204,Uzbekistan,1989,0.0
3205,Uzbekistan,1990,129.36
3206,Uzbekistan,1991,124.17999999999999
3207,Uzbekistan,1992,111.29
3208,Uzbekistan,1993,111.75999999999999
3209,Uzbekistan,1994,110.85
3210,Uzbekistan,1995,111.3
3211,Uzbekistan,1996,125.05999999999999
3212,Uzbekistan,1997,110.58
3213,Uzbekistan,1998,108.30000000000001
3214,Uzbekistan,1999,113.33
3215,Uzbekistan,2000,120.31
3216,Uzbekistan,2001,115.92
3217,Uzbekistan,2002,95.28
3218,Uzbekistan,2003,82.06
3219,Uzbekistan,2004,68.03999999999999
3220,Uzbekistan,2005,67.81
3221,Uzbekistan,2006,0.0
3222,Uzbekistan,2007,0.0
3223,Uzbekistan,2008,0.0
3224,Uzbekistan,2009,60.86
3225,Uzbekistan,2010,63.230000000000004
3226,Uzbekistan,2011,67.14
3227,Uzbekistan,2012,77.53000000000003
3228,Uzbekistan,2013,78.85999999999999
3229,Uzbekistan,2014,85.12
3230,Uzbekistan,2015,0.0
3231,Uzbekistan,2016,0.0
