,gdp,suicides
589,29024,57.1
590,24718,49.59
591,25098,47.15
592,4168,314.21999999999997
593,3070,292.01
594,3573,303.21
595,4186,297.64
596,4891,293.28
597,6134,264.4
598,6861,243.48000000000002
599,6314,234.13
600,6779,226.7
601,6606,236.93
602,6278,226.64000000000001
603,6863,220.92000000000002
604,8399,212.15
605,10220,234.88000000000002
606,12226,203.01999999999998
607,13961,193.39999999999998
608,15896,178.4
609,19273,170.77999999999997
610,23811,175.01000000000002
611,20748,179.70999999999995
612,20862,175.61999999999998
613,23010,186.23999999999995
614,20898,196.23000000000005
615,21073,186.07
616,20859,175.29000000000002
617,18703,170.87000000000003
618,19505,161.76
619,32034,253.22
620,37841,239.13000000000002
621,38158,229.56000000000003
622,35148,218.46
623,35710,188.68
624,35763,183.09000000000003
625,32841,181.07000000000005
626,32837,186.17000000000002
627,35435,176.51000000000002
628,43129,156.70000000000002
629,49552,161.78
630,51960,164.22999999999996
631,55354,162.08
632,62229,139.96
633,68447,143.04999999999998
634,61863,144.70000000000002
635,61711,130.02
636,65598,126.33
637,62071,143.20999999999998
638,64831,134.54999999999998
639,66114,137.73
640,55972,121.42000000000002
641,1485,0.0
642,2238,82.52
643,1943,76.54
644,1669,62.53000000000001
645,1519,75.28999999999999
646,1619,70.38
647,1732,60.47999999999999
648,1869,66.96
649,1955,75.8
650,1996,70.91000000000001
651,2335,67.67
652,2453,68.22
653,2474,76.34000000000002
654,2701,67.01999999999998
655,2626,62.07
656,1805,71.92999999999999
657,1650,57.17
658,2160,67.24
659,2472,61.42
660,2755,70.55999999999999
661,3051,84.38999999999999
662,3397,96.73
663,3759,93.07
664,4024,95.97
665,4787,95.28999999999999
666,4762,94.25
667,5206,81.49
668,5836,81.8
669,6364,84.87999999999998
670,6769,62.88000000000001
671,7116,66.02000000000001
672,6832,97.39
673,1068,184.46000000000004
674,1148,171.29999999999998
675,1266,120.61999999999999
676,1423,123.69
677,1845,159.19
678,1959,145.16000000000003
679,2065,140.00000000000003
680,2185,122.83
681,2229,127.96
682,2303,110.55
683,2373,129.71
684,2421,113.19
685,2507,128.92000000000002
686,2573,111.55999999999999
687,2733,115.73
688,2947,99.57
689,3111,127.14
690,3271,125.82000000000001
691,3184,124.12000000000002
692,3318,97.91999999999999
693,3631,115.46000000000001
694,3806,123.14000000000001
695,3885,116.06
696,3965,101.84
697,3224,543.1899999999999
698,3536,528.72
699,3806,502.05999999999995
700,4250,427.52000000000004
701,4361,486.47
702,4262,364.64000000000004
703,4711,371.68
704,5561,358.29999999999995
705,7523,338.24000000000007
706,9293,299.46
707,10870,256.43
708,13264,242.62999999999997
709,17504,265.05000000000007
710,19141,244.57
711,15609,248.67
712,15540,229.07000000000002
713,18545,229.26
714,18411,241.61
715,20221,231.92
716,21117,258.90999999999997
717,18149,205.37999999999997
718,2307,54.95
719,2548,110.53999999999999
720,3192,16.12
721,3744,90.49
722,4104,52.83
723,4206,30.77
724,4570,20.46
725,4675,47.480000000000004
726,3765,51.67
727,4862,106.97
728,5073,91.58
729,19861,347.35
730,23546,354.03999999999996
731,25582,373.36000000000007
732,30271,396.22
733,27214,377.58
734,23857,349.87
735,18826,333.0
736,21699,330.24
737,28068,324.96
738,27508,289.65
739,26296,310.34999999999997
740,27646,301.43000000000006
741,27800,283.11
742,25716,265.65
743,26383,267.19000000000005
744,28390,255.52000000000004
745,34701,243.45
746,39793,243.95000000000002
747,41202,230.52
748,43487,233.79999999999998
749,51089,223.07999999999998
750,56521,220.29
751,49878,228.49
752,48939,215.21
753,53809,203.60999999999999
754,50232,187.01000000000002
755,52572,196.83
756,52832,177.16000000000003
757,44862,161.19
758,10765,348.90000000000003
759,14940,351.77000000000004
760,17999,331.03
761,19534,312.72
762,19558,312.53000000000003
763,23968,302.7300000000001
764,23821,298.1
765,26136,301.46999999999997
766,24521,312.69
767,25697,299.95
768,29363,292.61999999999995
769,29305,271.21999999999997
770,26394,266.33
771,27190,253.65
772,27118,245.83
773,24648,257.23
774,24796,239.94
775,26714,238.63999999999996
776,32656,241.30999999999997
777,37240,232.51000000000002
778,38420,232.09
779,40097,220.63
780,45682,213.69
781,49901,216.20999999999998
782,45775,216.23999999999998
783,44747,211.17000000000002
784,48217,211.18
785,45002,198.98
786,46922,192.32999999999998
787,47318,179.56
788,1555,64.42999999999999
789,1267,53.05
790,740,60.47999999999999
791,556,37.300000000000004
792,611,40.739999999999995
793,718,59.7
794,828,60.650000000000006
795,858,49.3
796,669,68.57999999999998
797,734,46.64
798,777,35.19
799,1253,66.54
800,1552,28.359999999999996
801,1859,23.509999999999998
802,2448,36.59
803,2589,65.05999999999999
804,2775,34.33
805,3435,36.309999999999995
806,3772,34.88
807,3850,55.56999999999999
808,4757,74.49
809,4046,84.68
810,23546,259.45000000000005
811,24662,258.11000000000007
812,27888,250.04000000000002
813,26937,235.50000000000003
814,28588,230.79
815,33420,233.57999999999998
816,32147,216.42
817,28420,210.96
818,28733,200.51
819,28154,189.24000000000004
820,24922,185.55
821,24874,185.77999999999997
822,26441,183.96
823,31816,181.23999999999998
824,35772,172.22999999999996
825,36289,161.48999999999998
826,38088,152.52
827,43667,146.51999999999998
828,47702,145.52
829,43570,145.52
830,43614,152.17
831,47947,152.82
832,45142,148.30999999999997
833,48563,153.08
834,50167,153.03999999999996
835,43201,150.34
836,5156,58.169999999999995
837,6040,61.21
838,6994,63.059999999999995
839,8070,60.12
840,8310,54.53
841,10179,51.489999999999995
842,10816,54.569999999999986
843,11818,48.93000000000001
844,10957,53.1
845,11638,46.839999999999996
846,13550,49.68000000000001
847,14330,45.13
848,13968,47.66
849,14008,48.269999999999996
850,13756,45.74
851,12509,44.85999999999999
852,13043,38.81000000000001
853,14676,38.35
854,19202,40.67
855,22804,40.91999999999999
856,23414,46.53
857,25739,45.410000000000004
858,29896,33.91
859,33168,40.3
860,30785,40.970000000000006
861,27886,39.900000000000006
862,26825,48.68000000000001
863,23309,53.32
864,22994,55.11
865,22834,59.82
866,18927,56.06
867,1965,25.08
868,2707,46.800000000000004
869,3268,65.09
870,3391,24.75
871,3650,0.0
872,3713,0.0
873,3632,34.21
874,3735,60.82
875,3869,51.95
876,4087,11.96
877,5693,0.0
878,5879,0.0
879,6385,69.18
880,6428,13.37
881,7422,160.82000000000002
882,7423,9.89
883,8035,48.339999999999996
884,8733,0.0
885,8140,0.0
886,8118,0.0
887,8188,20.73
888,8382,18.009999999999998
889,8789,0.0
890,9456,0.0
891,10290,0.0
892,10838,0.0
893,1044,42.839999999999996
894,997,57.919999999999995
895,1074,47.23999999999999
896,1122,35.230000000000004
897,996,34.07
898,1194,33.519999999999996
899,1294,38.25
900,1381,31.169999999999998
901,1538,25.9
902,1696,34.13
903,1775,30.05
904,1967,26.509999999999998
905,2091,37.059999999999995
906,1926,36.5
907,1977,27.419999999999998
908,1867,30.59
909,2022,40.529999999999994
910,2079,37.34000000000001
911,2215,29.929999999999996
912,2450,32.61
913,2653,41.949999999999996
914,2914,40.269999999999996
915,3252,54.760000000000005
916,3053,57.56999999999999
917,3260,35.43
918,3661,34.69
919,3779,41.800000000000004
920,3947,40.690000000000005
921,4210,45.879999999999995
922,4472,44.85
923,632,91.92
924,581,184.88
925,607,177.06
926,514,232.84
927,561,182.15
928,671,116.80999999999999
929,819,162.20000000000002
930,939,208.72000000000003
931,1070,128.31
932,1139,82.65
933,1092,64.86
934,1057,313.61999999999995
935,1054,380.76
936,1090,311.92999999999995
937,1116,382.53999999999996
938,1180,400.0
939,1235,333.96000000000004
940,2182,394.6
941,2602,373.74999999999994
942,2873,353.61999999999995
943,3076,301.78
944,3384,403.06999999999994
945,3815,349.53
946,4212,367.97999999999996
947,4372,356.38000000000005
948,3561,575.0
949,3970,570.2599999999999
950,4116,539.28
951,4431,535.81
952,4767,493.4200000000001
953,4792,482.74000000000007
954,4856,470.44000000000005
955,5010,436.78000000000003
956,5147,483.88
957,4966,464.56000000000006
958,5546,408.9800000000001
959,6995,382.74999999999994
960,8840,372.04
961,10806,369.46999999999997
962,11764,352.00999999999993
963,12021,312.65999999999997
964,14609,327.32
965,16540,331.67999999999995
966,13697,310.7199999999999
967,13761,321.31
968,14827,299.84999999999997
969,13525,305.96
970,14333,266.22999999999996
971,14886,244.31
972,13087,257.27
973,13448,241.33999999999997
974,13357,171.05
975,17681,215.1
976,24107,209.93999999999997
977,26249,167.98000000000002
978,24089,110.12
979,27316,180.31
980,28857,199.73
981,29311,122.88999999999999
982,25474,109.01999999999998
983,25937,125.44
984,28680,129.66
985,29740,177.35
986,30326,164.02
987,33513,141.09
988,34858,128.92
989,34372,207.99
990,30850,163.06
991,34556,131.24
992,42174,100.97
993,50528,168.81
994,60712,115.0
995,60243,106.39000000000001
996,73590,163.29
997,59489,136.09
998,43700,123.73
999,45179,184.27
1000,49861,92.95
1001,48083,145.41
1002,51749,221.24
1003,56833,197.95999999999998
1004,54909,140.65
1005,64708,138.07
1006,6638,102.16
1007,8937,104.88000000000001
1008,10515,95.42
1009,11696,113.24000000000001
1010,12188,110.55999999999999
1011,15312,125.68000000000002
1012,15328,126.52999999999999
1013,17051,137.87
1014,15872,117.15
1015,17188,142.82
1016,20689,143.84
1017,22478,145.54
1018,24259,156.15
1019,26115,162.17000000000002
1020,28344,141.22000000000003
1021,28340,142.36
1022,30536,148.97
1023,35154,135.82
1024,44473,134.76999999999998
1025,51662,129.42000000000002
1026,55213,121.10999999999999
1027,58941,126.46000000000001
1028,67032,121.77
1029,67173,129.56
1030,57390,132.63000000000002
1031,52042,120.3
1032,56655,138.58
1033,53443,137.66
1034,56628,117.41
1035,59634,119.67999999999999
1036,7325,112.03
1037,8938,130.28
1038,10558,133.60999999999999
1039,12687,124.16
1040,12405,170.32
1041,14193,122.25999999999999
1042,15267,139.34
1043,16469,130.95
1044,16102,137.22999999999996
1045,17814,149.89
1046,20159,127.42999999999999
1047,21545,110.50999999999999
1048,21921,126.57999999999998
1049,21637,100.11000000000001
1050,21319,102.58000000000001
1051,23451,108.56
1052,22623,108.23
1053,20536,93.49000000000002
1054,21133,97.17
1055,22168,98.43999999999998
1056,22901,102.91
1057,24306,80.52000000000001
1058,27712,73.67
1059,32874,87.33000000000001
1060,30812,80.32
1061,34104,99.47000000000003
1062,37528,87.41000000000001
1063,36263,83.78999999999999
1064,40477,74.21
1065,41869,71.26000000000002
1066,39793,65.91
1067,8329,133.4
1068,11762,131.05
1069,14756,125.54000000000002
1070,16282,121.80999999999999
1071,16922,116.63999999999997
1072,21472,121.98
1073,22805,115.86999999999999
1074,24297,115.47999999999999
1075,19605,121.14000000000001
1076,20235,118.92999999999998
1077,21625,118.00999999999999
1078,24172,115.45
1079,22869,117.04
1080,23342,113.84
1081,23002,99.72
1082,21027,99.22
1083,21392,95.86999999999999
1084,23227,94.60999999999999
1085,28572,94.42
1086,32704,91.33000000000001
1087,33536,82.58999999999999
1088,34578,81.61
1089,38935,81.96000000000001
1090,41935,81.68999999999998
1091,38101,81.92999999999998
1092,36869,80.77
1093,40210,86.08
1094,36497,85.45
1095,37050,84.86
1096,37035,82.13000000000001
1097,31537,78.45
1098,1032,9.04
1099,1342,0.57
1100,1587,7.780000000000001
1101,1831,4.2
1102,2087,0.0
1103,2155,1.32
1104,1889,0.9
1105,3795,1.16
1106,3838,2.8000000000000003
1107,4013,0.7
1108,3852,0.9099999999999999
1109,4119,0.74
1110,4505,26.169999999999998
1111,4738,0.0
1112,4686,21.13
1113,5100,1.16
1114,5552,27.860000000000003
1115,12401,300.47
1116,18288,323.55000000000007
1117,22137,295.28999999999996
1118,26687,284.71999999999997
1119,26389,263.42
1120,26949,246.37000000000003
1121,30688,234.51
1122,33320,240.28
1123,37832,224.09999999999997
1124,41563,228.95
1125,46043,228.13
1126,40693,228.48000000000002
1127,37080,237.37999999999997
1128,33791,306.6
1129,38164,298.90000000000003
1130,40813,278.52000000000004
1131,35843,267.16
1132,34239,265.84
1133,36926,279.40999999999997
1134,39960,266.25
1135,39412,266.88999999999993
1136,37534,262.24
1137,37408,268.75999999999993
1138,41773,265.32000000000005
1139,43415,266.69
1140,47059,255.48
1141,50919,252.41000000000003
1142,51379,233.7
1143,42781,231.16
1144,40328,218.20999999999998
1145,36510,206.04
1146,1823,334.12
1147,1664,318.65999999999997
1148,1644,323.53
1149,1527,376.49000000000007
1150,1395,414.68
1151,1359,454.67
1152,1452,452.84000000000003
1153,1540,433.7400000000001
1154,1599,440.52
1155,1225,407.72999999999996
1156,1328,426.04999999999995
1157,1608,422.49
1158,1788,405.89
1159,2232,411.71
1160,3110,413.86
1161,4096,357.80000000000007
1162,5770,374.72999999999996
1163,7423,375.63
1164,9387,366.94
1165,8024,330.07
1166,10062,320.81000000000006
1167,12969,293.76
1168,13845,271.02
1169,15552,296.67
1170,14351,257.09
1171,11784,238.01999999999998
1172,768,181.54000000000002
1173,759,81.78
1174,735,204.22
1175,845,150.4
1176,855,56.71
1177,991,77.35000000000001
1178,988,76.06
1179,939,50.45
1180,973,0.0
1181,928,0.0
1182,854,0.0
1183,14607,11.200000000000001
1184,11661,8.74
1185,13924,11.469999999999999
1186,18798,13.010000000000002
1187,17161,18.47
1188,17995,12.740000000000002
1189,20076,18.330000000000002
1190,18766,19.939999999999998
1191,14209,16.21
1192,15864,16.82
1193,19112,15.23
1194,17116,9.129999999999999
1195,17668,14.560000000000002
1196,24544,16.44
1197,29778,17.26
1198,39166,18.18
1199,46890,15.83
1200,37283,13.02
1201,43746,11.76
1202,33453,14.810000000000002
1203,35171,10.04
1204,46203,11.41
1205,49781,15.59
1206,48729,9.879999999999999
1207,43774,15.86
1208,715,247.07
1209,677,246.59000000000003
1210,603,221.42000000000002
1211,528,258.79
1212,437,254.30999999999997
1213,425,239.77
1214,459,206.54
1215,435,190.85
1216,398,184.94000000000003
1217,291,191.43999999999997
1218,313,182.63000000000002
1219,345,193.29999999999998
1220,359,173.10999999999999
1221,424,137.86
1222,484,141.32999999999998
1223,533,135.48000000000002
1224,610,145.98999999999998
1225,814,125.89
1226,1096,135.96
1227,977,113.28
1228,991,143.2
1229,1273,126.89000000000001
1230,1339,140.66000000000003
1231,1463,109.84
1232,1465,111.79
1233,1285,98.36999999999998
1234,2438,545.62
1235,2526,492.01000000000005
1236,2771,492.57
1237,3061,441.84
1238,3228,420.40999999999997
1239,3494,453.2
1240,3724,383.49
1241,4311,367.76
1242,5364,361.63
1243,6644,328.38
1244,7916,312.06
1245,10139,288.8999999999999
1246,14758,295.75
1247,17217,323.69
1248,12890,307.8
1249,11951,259.34000000000003
1250,14447,288.75
1251,14558,267.67999999999995
1252,15820,242.18999999999997
1253,16544,248.81
1254,14382,251.47000000000003
1255,2324,639.3
1256,2484,595.61
1257,3008,565.44
1258,3354,566.36
1259,3292,561.53
1260,3481,571.8
1261,3719,568.9799999999999
1262,4360,555.6199999999998
1263,5778,530.5200000000001
1264,7028,503.37
1265,8229,485.78999999999996
1266,9667,400.57
1267,12869,406.79
1268,15669,430.05
1269,12412,437.07000000000005
1270,12584,395.2399999999999
1271,15097,407.69
1272,15099,374.11999999999995
1273,16538,444.56
1274,17442,401.2700000000001
1275,15073,385.47999999999996
1276,15742,361.72
1277,13743,247.39
1278,20004,183.05
1279,24654,243.24
1280,27676,211.50000000000003
